Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,00085746,1,"Tuesday, January  6, 2009 21:33:08 UTC",54.0610,-165.2989,2.6,96.20,10,"Fox Islands, Aleutian Islands, Alaska"
nc,51214781,1,"Tuesday, January  6, 2009 21:31:39 UTC",39.2632,-122.7482,2.2,9.20,26,"Northern California"
uw,01062131,1,"Tuesday, January  6, 2009 21:31:16 UTC",47.6365,-120.2214,2.0,0.50,11,"Washington"
nc,51214779,1,"Tuesday, January  6, 2009 21:30:13 UTC",38.8263,-122.8008,1.2,2.30,18,"Northern California"
ak,00085744,1,"Tuesday, January  6, 2009 21:20:44 UTC",66.5185,-157.9616,3.3,12.60,15,"northern Alaska"
nc,51214775,1,"Tuesday, January  6, 2009 21:13:54 UTC",38.8307,-122.7958,1.4,2.20,17,"Northern California"
ci,10369693,M,"Tuesday, January  6, 2009 21:09:46 UTC",33.3361,-116.2080,1.3,8.00,40,"Southern California"
nc,51214768,1,"Tuesday, January  6, 2009 21:04:31 UTC",38.8285,-122.7995,1.1,0.90,13,"Northern California"
nc,51214767,1,"Tuesday, January  6, 2009 21:03:54 UTC",38.8305,-122.7873,1.8,0.60,25,"Northern California"
nc,51214766,1,"Tuesday, January  6, 2009 21:03:34 UTC",38.8313,-122.7973,1.0,1.90,12,"Northern California"
nc,51214765,1,"Tuesday, January  6, 2009 21:03:19 UTC",38.8262,-122.7965,1.7,1.40,17,"Northern California"
nc,51214764,2,"Tuesday, January  6, 2009 21:02:22 UTC",38.8262,-122.7968,2.9,0.60,83,"Northern California"
nc,51214763,1,"Tuesday, January  6, 2009 20:57:31 UTC",38.8128,-122.7937,1.3,3.70,19,"Northern California"
nc,51214761,1,"Tuesday, January  6, 2009 20:20:16 UTC",37.7528,-122.5577,1.8,8.60,17,"offshore Northern California"
hv,00032651,0,"Tuesday, January  6, 2009 20:07:51 UTC",19.9100,-155.1175,2.7,38.20,00,"Island of Hawaii, Hawaii"
nc,51214759,1,"Tuesday, January  6, 2009 20:06:41 UTC",38.8288,-122.8042,1.2,2.10,14,"Northern California"
ak,00085743,1,"Tuesday, January  6, 2009 20:03:43 UTC",65.8990,-150.2742,1.5,8.10,05,"northern Alaska"
ci,10369689,P,"Tuesday, January  6, 2009 20:03:33 UTC",34.8565,-118.7636,1.4,0.00,09,"Central California"
us,2009bma9,Q,"Tuesday, January  6, 2009 19:56:24 UTC",-0.5828,132.7890,5.3,10.00,46,"near the north coast of Papua, Indonesia"
ak,00085741,1,"Tuesday, January  6, 2009 19:30:44 UTC",63.1696,-150.3697,1.6,99.90,10,"Central Alaska"
ci,10369681,L,"Tuesday, January  6, 2009 19:29:53 UTC",33.9578,-116.7371,1.8,17.40,86,"Southern California"
ci,10369685,N,"Tuesday, January  6, 2009 19:28:10 UTC",33.9870,-116.9520,1.0,7.30,22,"Southern California"
ak,00085738,1,"Tuesday, January  6, 2009 18:45:48 UTC",63.5242,-147.7502,1.5,13.90,12,"Central Alaska"
nc,51214755,1,"Tuesday, January  6, 2009 18:30:04 UTC",37.6303,-119.5073,1.6,5.00, 9,"Central California"
ci,10369653,2,"Tuesday, January  6, 2009 18:03:42 UTC",36.4542,-117.8867,1.3,10.50,18,"Central California"
us,2009bma6,6,"Tuesday, January  6, 2009 18:01:34 UTC",-6.9065,129.6340,4.8,151.60,21,"Banda Sea"
uw,01061744,1,"Tuesday, January  6, 2009 17:44:20 UTC",48.8188,-122.1388,1.3,14.10, 8,"Washington"
nc,51214753,1,"Tuesday, January  6, 2009 17:04:38 UTC",36.9613,-121.5967,1.9,4.50,45,"Northern California"
ci,10369645,2,"Tuesday, January  6, 2009 16:56:36 UTC",35.1517,-118.3955,1.4,0.00,11,"Central California"
uu,01061644,2,"Tuesday, January  6, 2009 16:44:17 UTC",39.6847,-110.5010,1.6,2.00, 7,"Utah"
ak,00085713,1,"Tuesday, January  6, 2009 16:41:25 UTC",62.1789,-145.6166,1.0,22.40,05,"Central Alaska"
ak,00085712,1,"Tuesday, January  6, 2009 16:37:24 UTC",62.1075,-150.5370,1.9,12.10,14,"Central Alaska"
ak,00085711,1,"Tuesday, January  6, 2009 16:33:39 UTC",57.3695,-158.2043,2.8,12.00,04,"Alaska Peninsula"
us,2009bma2,Q,"Tuesday, January  6, 2009 16:28:08 UTC",-0.4607,132.6923,4.8,35.00,28,"near the north coast of Papua, Indonesia"
nc,51214750,1,"Tuesday, January  6, 2009 16:12:19 UTC",38.8205,-122.8288,1.4,1.70,11,"Northern California"
pr,p0900621,1,"Tuesday, January  6, 2009 15:23:24 UTC",18.2298,-66.1542,2.8,73.10,28,"Puerto Rico"
nc,51214747,1,"Tuesday, January  6, 2009 15:21:40 UTC",36.6547,-121.1257,1.2,8.20,15,"Central California"
ak,00085710,2,"Tuesday, January  6, 2009 14:22:00 UTC",50.4204,-176.5099,3.6,3.00,08,"Andreanof Islands, Aleutian Islands, Alaska"
ci,10369641,M,"Tuesday, January  6, 2009 14:10:56 UTC",34.0001,-116.7601,1.3,18.90,41,"Southern California"
nc,51214744,1,"Tuesday, January  6, 2009 13:35:36 UTC",36.5760,-121.0935,1.3,10.50,16,"Central California"
pr,p0900620,1,"Tuesday, January  6, 2009 13:34:19 UTC",17.8833,-66.8130,2.0,4.80,16,"Puerto Rico region"
nc,51214743,1,"Tuesday, January  6, 2009 13:31:29 UTC",36.7493,-121.4133,1.4,9.30,16,"Central California"
nc,51214742,1,"Tuesday, January  6, 2009 12:44:59 UTC",37.7517,-122.5568,1.4,9.30,11,"offshore Northern California"
nc,51214741,1,"Tuesday, January  6, 2009 12:25:28 UTC",37.7665,-122.5663,1.9,8.70,34,"offshore Northern California"
ci,10369625,M,"Tuesday, January  6, 2009 12:21:17 UTC",33.0150,-116.2586,1.4,8.30,55,"Southern California"
nc,51214740,1,"Tuesday, January  6, 2009 12:18:50 UTC",36.3443,-120.9162,2.9,4.80,97,"Central California"
ak,00085709,1,"Tuesday, January  6, 2009 12:15:25 UTC",54.6081,-163.4883,2.5,2.20,08,"Unimak Island region, Alaska"
ci,10369621,M,"Tuesday, January  6, 2009 12:05:46 UTC",35.9565,-117.3291,1.2,3.20,10,"Central California"
nc,51214737,1,"Tuesday, January  6, 2009 11:08:27 UTC",37.8567,-122.2467,1.2,3.70,13,"San Francisco Bay area, California"
pr,p0900617,1,"Tuesday, January  6, 2009 11:07:36 UTC",17.8998,-66.8003,2.7,5.50,13,"Puerto Rico region"
pr,p0900619,1,"Tuesday, January  6, 2009 11:07:36 UTC",17.8848,-66.8078,1.8,4.10,13,"Puerto Rico region"
ak,00085707,1,"Tuesday, January  6, 2009 11:04:01 UTC",54.5755,-163.4570,2.9,2.00,15,"Unimak Island region, Alaska"
nc,51214736,1,"Tuesday, January  6, 2009 10:57:42 UTC",36.5323,-121.1095,1.9,9.10,27,"Central California"
pr,p0900629,1,"Tuesday, January  6, 2009 10:50:23 UTC",17.9080,-66.9260,2.6,32.00,05,"Puerto Rico region"
ak,00085706,1,"Tuesday, January  6, 2009 10:43:43 UTC",54.5969,-163.4837,2.1,0.50,06,"Unimak Island region, Alaska"
ci,10369609,Q,"Tuesday, January  6, 2009 10:42:14 UTC",34.0963,-116.7618,1.3,10.40,55,"Southern California"
ak,00085705,1,"Tuesday, January  6, 2009 10:36:16 UTC",54.6007,-163.4860,1.6,1.20,05,"Unimak Island region, Alaska"
ak,00085704,1,"Tuesday, January  6, 2009 10:30:00 UTC",54.6076,-163.5003,1.8,0.10,06,"Unimak Island region, Alaska"
hv,00032645,0,"Tuesday, January  6, 2009 10:23:53 UTC",19.4613,-155.2193,2.1,36.40,00,"Island of Hawaii, Hawaii"
ci,10369605,M,"Tuesday, January  6, 2009 10:15:39 UTC",33.9916,-116.9535,1.0,8.30,32,"Southern California"
hv,00032644,0,"Tuesday, January  6, 2009 09:41:02 UTC",19.4037,-155.2738,1.8,0.90,00,"Island of Hawaii, Hawaii"
nc,51214735,1,"Tuesday, January  6, 2009 09:40:45 UTC",38.7783,-122.7212,1.7,0.80,20,"Northern California"
us,2009bmat,7,"Tuesday, January  6, 2009 09:21:29 UTC",-15.3949,-174.9558,4.7,280.10,28,"Tonga"
nc,51214734,1,"Tuesday, January  6, 2009 09:19:28 UTC",39.9507,-120.8587,2.2,9.10,34,"Northern California"
nc,51214733,1,"Tuesday, January  6, 2009 09:09:34 UTC",38.7852,-122.7430,1.8,1.50,23,"Northern California"
pr,p0900628,1,"Tuesday, January  6, 2009 09:06:50 UTC",17.9215,-66.9255,2.4,38.00,07,"Puerto Rico region"
ci,10369597,M,"Tuesday, January  6, 2009 08:58:51 UTC",34.3801,-118.6291,1.2,7.30,10,"Greater Los Angeles area, California"
pr,p0900618,1,"Tuesday, January  6, 2009 08:56:40 UTC",18.9197,-64.2080,3.1,52.50,07,"Virgin Islands region"
nc,51214732,1,"Tuesday, January  6, 2009 08:53:28 UTC",37.3672,-121.6322,1.2,8.10,16,"Northern California"
ci,10369593,M,"Tuesday, January  6, 2009 08:51:57 UTC",33.9846,-116.9491,1.0,9.40,27,"Southern California"
ak,00085702,1,"Tuesday, January  6, 2009 08:48:01 UTC",63.0749,-150.6586,1.6,99.90,10,"Central Alaska"
nc,51214731,1,"Tuesday, January  6, 2009 08:38:22 UTC",38.9152,-123.0415,2.7,0.30,32,"Northern California"
ak,00085700,1,"Tuesday, January  6, 2009 08:22:33 UTC",54.1242,-165.3259,2.6,85.80,10,"Fox Islands, Aleutian Islands, Alaska"
ak,00085694,2,"Tuesday, January  6, 2009 08:19:02 UTC",62.0066,-152.2629,3.8,143.50,22,"Central Alaska"
uw,01060812,1,"Tuesday, January  6, 2009 08:12:41 UTC",47.5723,-121.7338,1.1,20.10,10,"Washington"
ci,10369589,M,"Tuesday, January  6, 2009 08:04:01 UTC",33.3266,-116.8436,1.2,10.40,44,"Southern California"
ci,10369585,M,"Tuesday, January  6, 2009 07:46:50 UTC",33.0145,-116.2603,2.1,6.70,73,"Southern California"
pr,p0900616,1,"Tuesday, January  6, 2009 07:31:20 UTC",17.8580,-66.7990,2.4,6.00,09,"Puerto Rico region"
pr,p0900613,1,"Tuesday, January  6, 2009 07:27:13 UTC",17.9002,-66.8000,2.5,5.40,15,"Puerto Rico region"
pr,p0900612,1,"Tuesday, January  6, 2009 07:21:04 UTC",17.9165,-66.8035,2.4,5.70,21,"Puerto Rico region"
ak,00085690,1,"Tuesday, January  6, 2009 06:57:15 UTC",54.6063,-163.4950,2.7,0.00,08,"Unimak Island region, Alaska"
pr,p0900627,1,"Tuesday, January  6, 2009 06:49:50 UTC",17.7883,-66.8058,1.8,27.90,07,"Puerto Rico region"
pr,p0900626,1,"Tuesday, January  6, 2009 06:48:50 UTC",17.9028,-66.8133,1.9,3.90,06,"Puerto Rico region"
pr,p0900624,1,"Tuesday, January  6, 2009 06:47:53 UTC",17.8897,-66.8072,1.8,5.30,05,"Puerto Rico region"
pr,p0900615,1,"Tuesday, January  6, 2009 06:27:14 UTC",19.2067,-64.8238,3.0,34.10,05,"Virgin Islands region"
nc,51214728,1,"Tuesday, January  6, 2009 06:26:25 UTC",37.4510,-118.6933,1.1,12.60,16,"Central California"
ci,10369581,M,"Tuesday, January  6, 2009 06:15:29 UTC",34.3201,-116.4851,1.9,1.40,54,"Southern California"
ak,00085689,1,"Tuesday, January  6, 2009 05:41:48 UTC",60.3750,-152.1141,1.4,69.30,04,"Southern Alaska"
nc,51214725,1,"Tuesday, January  6, 2009 05:27:20 UTC",38.6870,-119.8253,2.1,0.00,25,"Northern California"
ak,00085688,1,"Tuesday, January  6, 2009 05:25:01 UTC",54.5502,-163.4480,2.7,7.30,09,"Unimak Island region, Alaska"
ci,10369577,M,"Tuesday, January  6, 2009 05:19:39 UTC",35.9988,-118.4421,1.2,6.00,13,"Central California"
nc,51214723,1,"Tuesday, January  6, 2009 05:09:03 UTC",37.7590,-122.0573,1.3,10.60, 9,"San Francisco Bay area, California"
pr,p0900610,1,"Tuesday, January  6, 2009 04:48:08 UTC",19.2447,-64.1678,3.4,35.90,12,"Virgin Islands region"
ak,00085685,1,"Tuesday, January  6, 2009 04:45:15 UTC",63.7670,-148.0086,2.2,2.10,21,"Central Alaska"
uu,01060437,2,"Tuesday, January  6, 2009 04:37:08 UTC",38.7082,-112.5640,1.2,7.00, 6,"Utah"
uu,01060432,2,"Tuesday, January  6, 2009 04:32:11 UTC",39.4272,-111.2248,1.7,8.20, 8,"Utah"
uu,01060427,2,"Tuesday, January  6, 2009 04:27:23 UTC",39.1533,-111.9300,1.6,6.50,11,"Utah"
nc,51214722,1,"Tuesday, January  6, 2009 04:22:06 UTC",39.9582,-120.8473,2.0,8.20,17,"Northern California"
pr,p0900611,1,"Tuesday, January  6, 2009 04:08:04 UTC",17.8638,-66.7892,2.2,8.50,06,"Puerto Rico region"
ak,00085684,1,"Tuesday, January  6, 2009 03:42:52 UTC",54.5951,-163.6136,2.1,25.30,04,"Unimak Island region, Alaska"
nc,51214719,1,"Tuesday, January  6, 2009 03:40:51 UTC",38.8415,-122.8265,1.4,2.00,23,"Northern California"
us,2009bmai,7,"Tuesday, January  6, 2009 03:37:43 UTC",24.1380,123.9951,5.0,38.60,35,"southwestern Ryukyu Islands, Japan"
pr,p0900614,1,"Tuesday, January  6, 2009 03:36:24 UTC",17.9453,-66.8102,2.1,6.60,05,"Puerto Rico region"
pr,p0900609,1,"Tuesday, January  6, 2009 03:28:44 UTC",17.8788,-66.8085,2.3,11.90,12,"Puerto Rico region"
pr,p0900608,1,"Tuesday, January  6, 2009 03:27:56 UTC",17.8722,-66.7897,2.3,7.40,14,"Puerto Rico region"
us,2009bmag,7,"Tuesday, January  6, 2009 03:18:29 UTC",-1.1333,133.3490,5.0,35.00,29,"Papua, Indonesia"
hv,00032640,0,"Tuesday, January  6, 2009 03:16:35 UTC",19.4812,-155.5353,2.4,5.00,00,"Island of Hawaii, Hawaii"
nn,00270906,2,"Tuesday, January  6, 2009 03:01:10 UTC",37.4350,-117.0530,1.4,6.10,29,"Nevada"
pr,p0900607,1,"Tuesday, January  6, 2009 02:40:24 UTC",18.7935,-64.3620,3.0,17.90,13,"Virgin Islands region"
ak,00085683,1,"Tuesday, January  6, 2009 02:34:20 UTC",62.7276,-151.8630,1.1,0.10,05,"Central Alaska"
ak,00085681,1,"Tuesday, January  6, 2009 02:19:51 UTC",61.1454,-152.6128,2.5,38.90,04,"Southern Alaska"
nm,hnw0106a,A,"Tuesday, January  6, 2009 01:58:46 UTC",36.4555,-89.5410,1.5,8.40,21,"southeastern Missouri"
uu,01060150,2,"Tuesday, January  6, 2009 01:50:10 UTC",39.4262,-111.2160,1.8,8.40, 8,"Utah"
pr,p0900606,1,"Tuesday, January  6, 2009 01:25:02 UTC",17.8808,-66.8050,2.2,4.00,12,"Puerto Rico region"
pr,p0900605,1,"Tuesday, January  6, 2009 01:23:28 UTC",17.8975,-66.8097,2.4,1.10,24,"Puerto Rico region"
pr,p0900604,1,"Tuesday, January  6, 2009 01:08:36 UTC",17.8830,-66.8058,2.2,3.60,21,"Puerto Rico region"
pr,p0900602,1,"Tuesday, January  6, 2009 01:06:04 UTC",17.8827,-66.8072,2.2,4.20,14,"Puerto Rico region"
uu,01060104,4,"Tuesday, January  6, 2009 01:04:25 UTC",37.6205,-113.0002,1.7,7.00, 7,"Utah"
pr,p0900601,1,"Tuesday, January  6, 2009 01:01:36 UTC",17.8917,-66.8043,2.4,0.20,16,"Puerto Rico region"
pr,p0900603,1,"Tuesday, January  6, 2009 00:59:50 UTC",19.0830,-66.8128,3.0,21.00,23,"Puerto Rico region"
us,2009bmad,6,"Tuesday, January  6, 2009 00:34:25 UTC",-0.4395,132.0206,5.1,35.00,19,"near the north coast of Papua, Indonesia"
ak,00085679,1,"Tuesday, January  6, 2009 00:31:23 UTC",53.9530,-166.2304,2.3,35.00,04,"Fox Islands, Aleutian Islands, Alaska"
nc,51214715,1,"Tuesday, January  6, 2009 00:31:02 UTC",37.6723,-118.8940,1.9,6.40,28,"Long Valley area, California"
ak,00085677,1,"Tuesday, January  6, 2009 00:25:05 UTC",53.7251,-166.0116,2.2,29.50,07,"Fox Islands, Aleutian Islands, Alaska"
nc,51214714,1,"Tuesday, January  6, 2009 00:07:02 UTC",38.8127,-122.8183,1.7,2.50,21,"Northern California"
ak,00085676,1,"Tuesday, January  6, 2009 00:06:48 UTC",65.0149,-147.3293,1.2,0.00,08,"northern Alaska"
us,2009blbl,7,"Monday, January  5, 2009 23:52:55 UTC",37.6852,142.8671,5.1,19.00,20,"off the east coast of Honshu, Japan"
nc,51214712,1,"Monday, January  5, 2009 23:17:00 UTC",38.8348,-122.8010,1.0,2.40,14,"Northern California"
pr,p0900508,1,"Monday, January  5, 2009 22:41:01 UTC",19.5632,-66.3327,3.1,75.30,09,"Puerto Rico region"
ak,00085550,1,"Monday, January  5, 2009 22:38:54 UTC",62.1046,-148.5639,2.1,26.50,15,"Central Alaska"
nc,51214710,1,"Monday, January  5, 2009 22:32:24 UTC",38.8183,-122.8217,1.5,2.70,23,"Northern California"
us,2009blbj,7,"Monday, January  5, 2009 22:27:14 UTC",-27.4173,-176.7751,5.3,46.10,41,"Kermadec Islands region"
nn,00270880,2,"Monday, January  5, 2009 22:17:04 UTC",38.7290,-119.6030,2.5,7.80,24,"Nevada"
